id,category,subcategory,address,subdivision,modified,neighborhood,lot_size,acres,year_built,style,heating,sqft,bedrooms,full_baths,half_baths
06069707101300000,RP,Non-Qualified Ag,,,10/13/2020 11:33:29 AM,206.005,,1,,,,,,,
06069707301010000,RP,Agricultural and Timber Properties,,,10/13/2020 11:32:03 AM,206.005,,1.242,,,,,,,
06069707401010000,RP,Agricultural and Timber Properties,,,10/13/2020 11:36:53 AM,206.005,,12.006,,,,,,,
06069708101010000,RP,Agricultural and Timber Properties,,,10/13/2020 11:35:38 AM,206.005,,13.52,,,,,,,
06069708101100000,RP,Agricultural and Timber Properties,884 MONTANA RANCH TRL,,10/13/2020 11:29:09 AM,206.005,,17.178,2018,08 - Conventional,5 - Forced Air,2486,4,4,1
06069708201010000,RP,Agricultural and Timber Properties,,,10/13/2020 11:37:55 AM,206.005,,1.915,,,,,,,
06069708201100000,RP,Agricultural and Timber Properties,,,10/13/2020 11:32:52 AM,206.005,,3.655,2010,08 - Conventional,2 - Hot Water/Water Radiant,2306,2,2,1
06069708301010000,RP,Agricultural and Timber Properties,1930 MONTANA RANCH TRL,,10/13/2020 1:01:49 PM,206.005,,12.039,2012,08 - Conventional,2 - Hot Water/Water Radiant,3622,4,4,3
06069709101010000,RP,Residential Property,2495 COTTONTAIL RD,,10/13/2020 11:33:56 AM,206.005,00,19.931,2007,11 - Log,1 - Floor/Wall/Space,570,1,1,0
06069709101020000,RP,Non-Qualified Ag,1717 COTTONTAIL RD,,10/13/2020 11:32:34 AM,206.005,00,21.725,1978,,,,,,
06069709101200000,RP,Residential Property,2385 COTTONTAIL RD,,10/13/2020 11:36:16 AM,206.005,00,2.74,2013,03 - Ranch,2 - Hot Water/Water Radiant,1801,2,2,1
06069709101450000,RP,Agricultural and Timber Properties,1685 COTTONTAIL RD,,10/13/2020 11:25:15 AM,206.005,,1.105,2006,03 - Ranch,5 - Forced Air,1676,3,2,0
06069709101650000,RP,Residential Property,COTTONTAIL RD,,10/13/2020 11:34:53 AM,206.005,00,17.14,2006,,,,,,
06069709101700000,RP,Non-Qualified Ag,COTTONTAIL RD,,10/13/2020 11:33:44 AM,206.005,00,45.543,2004,03 - Ranch,2 - Hot Water/Water Radiant,864,2,1,0
06069709201036500,RP,Residential Property,133 MONTANA RANCH TRL,,10/13/2020 11:29:21 AM,206.005,00,17.359,1965,,,,,,
06069709201060000,RP,Non-Qualified Ag,150 MONTANA RANCH TRL,,10/13/2020 11:27:47 AM,206.005,00,69.78,2000,08 - Conventional,7 - Electric Baseboard/Electric Radiant,1320,2,2,0
06069709202010000,RP,Non-Qualified Ag,179 MONTANA RANCH TRL,,10/13/2020 11:40:34 AM,206.005,00,78.27,2001,14 - Other,5 - Forced Air,1584,3,1,0
06069709350010000,RP,Non-Qualified Ag,,,10/13/2020 1:01:49 PM,206.005,,24.89,,,,,,,
06069709401010000,RP,Residential Property,SHADOAN DITCH RD,,10/13/2020 11:30:55 AM,206.005,00,4.725,,,,,,,
06069709401200000,RP,Residential Property,,,10/13/2020 11:23:54 AM,206.005,00,6.45,,,,,,,
06069709401400000,RP,Residential Property,1999 GATEWAY FOOTHILLS RD,,10/13/2020 1:01:49 PM,206.005,00,13.74,2006,14 - Other,7 - Electric Baseboard/Electric Radiant,840,1,1,0
06069709402010000,RP,Agricultural and Timber Properties,1575 GATEWAY FOOTHILLS RD,,10/13/2020 1:01:49 PM,206.005,,15.965,1960,08 - Conventional,1 - Floor/Wall/Space,1172,2,1,0
06069709402150000,RP,Mixed Use - Res & Comm,1197 GATEWAY FOOTHILLS RD,,10/21/2020 6:38:48 AM,206.005,00,23.492,1998,08 - Conventional,5 - Forced Air,1998,5,3,0
06069709402280000,RP,Agricultural and Timber Properties,181 BLACK DOG RD,,10/13/2020 11:38:11 AM,206.005,,8,2003,08 - Conventional,5 - Forced Air,2243,3,2,0
06069709402320000,RP,Agricultural and Timber Properties,215-217 BLACK DOG RD,,10/13/2020 11:30:03 AM,206.005,,1,2017,08 - Conventional,5 - Forced Air,4068,4,3,0
06069709402400000,RP,Residential Property,289 BLACK DOG RD,,10/13/2020 11:29:43 AM,206.005,00,10.001,2006,08 - Conventional,2 - Hot Water/Water Radiant,2458,3,2,0
06069709402550000,RP,Residential Property,1860 COTTONTAIL RD,,10/13/2020 11:35:42 AM,206.005,00,15.015,2003,08 - Conventional,2 - Hot Water/Water Radiant,3105,3,2,1
06069709402580000,RP,Residential Property,COTTONTAIL RD,,10/13/2020 11:25:44 AM,206.005,00,10.013,2004,,,,,,
06069709402650000,RP,Residential Property,1828 COTTONTAIL RD,,10/13/2020 11:31:51 AM,206.005,00,10,1998,08 - Conventional,2 - Hot Water/Water Radiant,2709,4,2,1
06069709402700000,RP,Residential Property,94 STROZZI LN,,10/13/2020 11:25:04 AM,206.005,00,5.003,,,,,,,
06069709402750000,RP,Residential Property,STROZZI LN,,10/13/2020 11:24:15 AM,206.005,00,5.003,,,,,,,
