id,category,subcategory,address,subdivision,modified,neighborhood,lot_size,acres,year_built,style,heating,sqft,bedrooms,full_baths,half_baths
06079818106110000,RP,Commercial Property,WILDCAT WAY,CALICO IND PARK,10/13/2020 11:23:20 AM,206.105.B,00,1.19,,,,,,,
06079818106136500,RP,Residential Property,,CALICO IND PARK,10/13/2020 11:37:02 AM,206.105.B,00,3.59,,,,,,,
06079818106150000,RP,Commercial Property,,CALICO IND PARK,10/13/2020 11:34:05 AM,206.105.B,00,1.19,,,,,,,
06079818107010000,RP,Commercial Property,34 WILDCAT WAY,CALICO IND PARK,10/13/2020 11:26:05 AM,206.105.B,00,1.255,1990,,,,,,
06079818107030000,RP,Commercial Property,78 WILDCAT WAY,CALICO IND PARK,10/13/2020 11:38:27 AM,206.105.B,00,1.01,1987,,,,,,
06079818107050000,RP,Commercial Property,114 WILDCAT WAY,CALICO IND PARK,10/13/2020 11:30:21 AM,206.105.B,00,1.01,1987,,,,,,
06079818107070000,RP,Commercial Property,156 WILDCAT WAY,CALICO IND PARK,10/13/2020 11:32:50 AM,206.105.B,00,1.01,1987,,,,,,
06079818107090000,RP,Commercial Property,6987 LYNX LN,CALICO IND PARK,10/13/2020 11:24:01 AM,206.105.B,00,1.06,2017,,,,,,
06079818201010000,RP,Commercial Property,1440 BOBCAT DR,COUGAR PARK WEST SUB,10/19/2021 2:44:22 PM,206.105.B,00,1.077,1984,,,,,,
06079818201020000,RP,Commercial Property,8334 HUFFINE LN,COUGAR PARK WEST SUB,10/13/2020 11:38:35 AM,206.105.B,00,1.532,1980,,,,,,
06079818201030000,RP,Commercial Property,90 TELEVISION WAY,COUGAR PARK WEST SUB,10/13/2020 11:37:20 AM,206.105.B,00,1.36,1995,,,,,,
06079818201040000,RP,Commercial Property,86 FALCON LN,COUGAR PARK WEST SUB,10/13/2020 11:26:21 AM,206.105.B,00,1.392,1997,,,,,,
06079818201050000,RP,Commercial Property,6657 FALCON LN,COUGAR PARK WEST SUB,10/13/2020 11:39:18 AM,206.105.B,00,1.325,1992,,,,,,
06079818201060000,RP,Commercial Property,6675 FALCON LN,COUGAR PARK WEST SUB,10/13/2020 11:24:54 AM,206.105.B,00,1.336,1995,,,,,,
06079818201070000,RP,Commercial Property,6705 FALCON LN,COUGAR PARK WEST SUB,10/13/2020 11:39:31 AM,206.105.B,00,1.299,1999,,,,,,
