id,category,subcategory,address,subdivision,modified,neighborhood,lot_size,acres,year_built,style,heating,sqft,bedrooms,full_baths,half_baths
06080030101010000,RP,Government Property,,,10/13/2020 11:37:08 AM,206.649,,9.232,,,,,,,
06080031401010000,RP,Government Property,,,10/13/2020 11:33:19 AM,206.649,,1.137,,,,,,,
06080032301050000,RP,Government Property,,,10/13/2020 11:35:50 AM,206.649,,100.185,,,,,,,
06080032401150000,RP,Government Property,,,10/13/2020 11:32:07 AM,206.649,,2.115,,,,,,,
06080033101010000,RP,Residential Property,300 LOWER MEADOW RD,,10/13/2020 11:31:58 AM,206.649,00,19.17,2006,11 - Log,2 - Hot Water/Water Radiant,1616,3,2,0
06080033101050000,RP,Residential Property,266 LOWER MEADOW RD,,10/13/2020 11:38:34 AM,206.649,00,19.17,2014,14 - Other,2 - Hot Water/Water Radiant,1716,3,2,0
06080033101100000,RP,Residential Property,55 LOWER MEADOW RD,,10/13/2020 11:35:19 AM,206.649,00,19.17,2008,08 - Conventional,2 - Hot Water/Water Radiant,1462,3,3,0
06080033101150000,RP,Residential Property,176 HUDSON CREEK RD,,10/13/2020 11:27:24 AM,206.649,00,19.17,2013,08 - Conventional,2 - Hot Water/Water Radiant,2737,4,3,1
06080033101200000,RP,Residential Property,1625 CHESTNUT RIDGE RD,,10/13/2020 11:24:40 AM,206.649,00,8.87,2013,11 - Log,2 - Hot Water/Water Radiant,2162,3,2,1
06080033101250000,RP,Agricultural and Timber Properties,1530 CHESTNUT RIDGE RD,,10/13/2020 11:25:48 AM,206.649,00,15.838,2005,11 - Log,1 - Floor/Wall/Space,739,1,1,0
06080033101300000,RP,Residential Property,1300 CHESTNUT RIDGE RD,,10/13/2020 11:25:47 AM,206.649,00,19.18,2015,08 - Conventional,2 - Hot Water/Water Radiant,2304,3,2,0
06080033101350000,RP,Residential Property,1230 CHESTNUT RIDGE RD,,10/13/2020 11:29:31 AM,206.649,00,19.17,2007,03 - Ranch,5 - Forced Air,2864,4,2,0
06080033201010000,RP,Agricultural and Timber Properties,1509 CHESTNUT RIDGE RD,,10/13/2020 11:26:53 AM,206.649,00,16.344,2016,08 - Conventional,2 - Hot Water/Water Radiant,1815,4,3,1
06080033201050000,RP,Commercial Property,564 HUDSON CREEK RD,,10/13/2020 11:32:30 AM,206.649,00,19.18,2003,,,,,,
06080033201100000,RP,Residential Property,477 HUDSON CREEK RD,,10/13/2020 11:36:01 AM,206.649,00,2.183,2003,08 - Conventional,5 - Forced Air,1841,3,2,0
06080033201150000,RP,Agricultural and Timber Properties,175 HUDSON CREEK RD,,10/13/2020 11:25:44 AM,206.649,,20.198,,,,,,,
06080033201200000,RP,Agricultural and Timber Properties,,,10/13/2020 11:37:46 AM,206.649,,20.186,,,,,,,
06080033201250000,RP,Agricultural and Timber Properties,,,10/13/2020 11:25:28 AM,206.649,,20.17,,,,,,,
06080033201300000,RP,Agricultural and Timber Properties,,,10/13/2020 11:36:05 AM,206.649,,4.092,,,,,,,
06080033201350000,RP,Agricultural and Timber Properties,,,10/13/2020 11:36:27 AM,206.649,,11.308,,,,,,,
06080033301010000,RP,Government Property,,,10/13/2020 11:34:30 AM,206.649,,61.838,,,,,,,
06080033401010000,RP,Government Property,,,10/13/2020 11:28:05 AM,206.649,,26.269,,,,,,,
06080034101010000,RP,Residential Property,CLAIM CREEK RD,,10/13/2020 11:32:52 AM,206.649,00,10.927,,,,,,,
06080034102050000,RP,Residential Property,3155 TRAIL CREEK RD,,10/13/2020 11:37:16 AM,206.649,00,10.093,2004,08 - Conventional,7 - Electric Baseboard/Electric Radiant,1878,4,2,0
06080034102100000,RP,Residential Property,3275 TRAIL CREEK RD,,10/13/2020 11:26:40 AM,206.649,00,10.09,2010,08 - Conventional,2 - Hot Water/Water Radiant,3054,4,2,1
06080034102150000,RP,Residential Property,3349 TRAIL CREEK RD,,10/13/2020 11:40:13 AM,206.649,00,10.057,2005,08 - Conventional,2 - Hot Water/Water Radiant,2224,3,3,0
