id,category,subcategory,address,subdivision,modified,neighborhood,lot_size,acres,year_built,style,heating,sqft,bedrooms,full_baths,half_baths
06033802163150000,RP,Residential Property,56 JUNIPER BERRY DR,WEST FORK MEADOWS SUB,10/13/2020 1:01:49 PM,206.009.B,"14,033",,1984,08 - Conventional,7 - Electric Baseboard/Electric Radiant,1389,3,1,0
06033802164026500,RP,Residential Property,,WEST FORK MEADOWS SUB,10/13/2020 11:26:32 AM,206.009.B,"112,116",,,,,,,,
06033802164037000,RP,Condo/Townhouse Master,149 JUNIPER BERRY DR,SKY MEADOW CONDO,10/13/2020 11:32:16 AM,206.751.K,"28,033",,,,,,,,
06033802164057000,RP,Condo/Townhouse Master,80 ASPEN LEAF DR,ASPEN COURT CONDO,10/13/2020 11:34:59 AM,206.752.K,"56,132",,,,,,,,
06033802164127000,RP,Condo/Townhouse Master,,GRAY WOLF COURT CONDO 98,10/13/2020 11:28:33 AM,206.748.K,"50,094",,,,,,,,
06033802165017000,RP,Condo/Townhouse Master,,MADISON COURT CONDO,10/13/2020 11:27:40 AM,206.753.K,"53,314",,,,,,,,
06033802165027000,RP,Condo/Townhouse Master,77 ASPEN LEAF DR,GALLATIN BUILDING CONDO,10/13/2020 11:39:25 AM,206.109.M,"27,125",,2014,,,,,,
06033802165037000,RP,Condo/Townhouse Master,2795 ASPEN LEAF DR,JEFFERSON BUILDING CONDO,10/13/2020 11:29:13 AM,206.109.M,"27,125",,1998,,,,,,
06033802165057000,RP,Condo/Townhouse Master,PINE DR,WESTFORK PLAZA CONDO,10/13/2020 11:28:46 AM,206.109.M,"42,280",,2000,,,,,,
06033802166010000,RP,Government Property,650 RAINBOW TROUT RUN,WEST FORK MEADOWS SUB,10/19/2021 12:00:28 PM,206.109.M,"21,597",,1983,,,,,,
06033802166020000,RP,Commercial Property,88 BIG PINE DR,WEST FORK MEADOWS SUB,10/13/2020 11:34:46 AM,206.109.M,"33,796",,1993,,,,,,
06033802166030000,RP,Residential Property,3088 LONE MOUNTAIN TRL,WEST FORK MEADOWS SUB,10/13/2020 1:01:49 PM,206.009.B,"24,611",,,,,,,,
06033802201010000,RP,Non-Qualified Ag,,,10/13/2020 11:26:02 AM,206.009,,20.9,,,,,,,
06033802201120000,RP,Non-Qualified Ag,300 SANDHILL RD,,10/13/2020 11:24:06 AM,206.009,,23.49,1995,,,,,,
06033802201230000,RP,Non-Qualified Ag,981 SANDHILL RD,,10/13/2020 1:01:49 PM,206.009,,20.16,,,,,,,
06033802201340000,RP,Non-Qualified Ag,725 SANDHILL RD,,10/13/2020 1:01:49 PM,206.009,00,19,2004,08 - Conventional,2 - Hot Water/Water Radiant,2027,3,3,1
06033802201450000,RP,Non-Qualified Ag,500 SANDHILL RD,,10/13/2020 11:23:18 AM,206.009,00,19.38,1996,08 - Conventional,5 - Forced Air,2974,7,7,1
06033802201560000,RP,Non-Qualified Ag,73 SANDHILL RD,,10/13/2020 1:01:49 PM,206.009,00,19.28,1999,03 - Ranch,2 - Hot Water/Water Radiant,848,2,2,0
06033802201670000,RP,Non-Qualified Ag,708 SANDHILL RD,,10/13/2020 11:35:53 AM,206.009,00,20.07,2000,11 - Log,5 - Forced Air,3715,4,3,0
06033802201780000,RP,Non-Qualified Ag,680 SANDHILL RD,,10/13/2020 1:01:49 PM,206.009,00,22.71,1999,08 - Conventional,2 - Hot Water/Water Radiant,2289,3,2,1
06033802303030000,RP,Residential Property,19 CROWN BUTTE RD,OUSEL FALLS SUB,10/13/2020 11:35:34 AM,206.009,00,3.28,1980,08 - Conventional,5 - Forced Air,1028,1,1,0
06033802303036500,RP,Residential Property,375 CROWN BUTTE RD,OUSEL FALLS SUB,10/13/2020 11:27:33 AM,206.009,00,5.54,,,,,,,
06033802303050000,RP,Residential Property,OSPREY DR,OUSEL FALLS SUB,10/13/2020 11:25:38 AM,206.009,00,4.2,,,,,,,
06033802303090000,RP,Residential Property,1001 SPRUCE CONE DR,OUSEL FALLS SUB,10/13/2020 11:26:41 AM,206.009,00,6.47,2005,14 - Other,5 - Forced Air,1296,2,1,1
06033802303130000,RP,Residential Property,OUSEL FALLS RD,OUSEL FALLS SUB,10/13/2020 11:39:37 AM,206.009,00,3.81,,,,,,,
06033802303170000,RP,Residential Property,OUSEL FALLS RD,OUSEL FALLS SUB,10/13/2020 11:26:05 AM,206.009,00,4.24,,,,,,,
06033802304010000,RP,Residential Property,789 SPRUCE CONE DR,OUSEL FALLS SUB,10/13/2020 11:27:16 AM,206.009,00,3.95,,,,,,,
06033802304030000,RP,Residential Property,757 SPRUCE CONE DR,OUSEL FALLS SUB,10/13/2020 11:34:32 AM,206.009,00,3.54,2017,03 - Ranch,5 - Forced Air,2340,3,2,1
06033802304050000,RP,Residential Property,SPRUCE CONE DR,OUSEL FALLS SUB,10/13/2020 1:01:49 PM,206.009,00,3.53,,,,,,,
06033802304070000,RP,Residential Property,51 OSPREY DR,OUSEL FALLS SUB,10/13/2020 1:01:49 PM,206.009,00,3.26,2019,08 - Conventional,5 - Forced Air,3475,4,4,0
06033802304090000,RP,Residential Property,110 RUNNING DOG RD,OUSEL FALLS SUB,10/13/2020 11:30:30 AM,206.009,00,2.6,2018,03 - Ranch,2 - Hot Water/Water Radiant,2981,4,3,2
06033802304110000,RP,Residential Property,230 RUNNING DOG RD,OUSEL FALLS SUB,10/13/2020 11:36:47 AM,206.009,00,2.6,2001,08 - Conventional,2 - Hot Water/Water Radiant,2888,5,4,1
06033802304130000,RP,Residential Property,12 RUNNING DOG RD,OUSEL FALLS SUB,10/13/2020 1:01:49 PM,206.009,00,2.69,2019,08 - Conventional,5 - Forced Air,3437,5,5,0
06033802304150000,RP,Residential Property,450 CROWN BUTTE RD,OUSEL FALLS SUB,10/13/2020 11:33:13 AM,206.009,00,2.6,1994,14 - Other,2 - Hot Water/Water Radiant,2741,4,3,1
06033802304170000,RP,Residential Property,420 CROWN BUTTE RD,OUSEL FALLS SUB,10/13/2020 1:01:49 PM,206.009,00,2.6,1998,08 - Conventional,5 - Forced Air,2438,3,3,1
06033802304190000,RP,Residential Property,CROWN BUTTE RD,OUSEL FALLS SUB,10/13/2020 11:27:47 AM,206.009,00,2.65,,,,,,,
06033802304210000,RP,Residential Property,250 CROWN BUTTE RD,OUSEL FALLS SUB,10/13/2020 11:26:28 AM,206.009,00,3.35,2015,08 - Conventional,5 - Forced Air,2394,4,3,1
06033802304230000,RP,Residential Property,130 SANDHILL RD,OUSEL FALLS SUB,10/13/2020 11:26:34 AM,206.009,00,2.6,2004,03 - Ranch,7 - Electric Baseboard/Electric Radiant,2336,3,2,0
06033802304250000,RP,Residential Property,SANDHILL RD,OUSEL FALLS SUB,10/13/2020 11:30:05 AM,206.009,00,5,,,,,,,
06033802305010000,RP,Residential Property,195 SANDHILL RD,OUSEL FALLS SUB,10/13/2020 11:34:42 AM,206.009,00,2.74,1998,08 - Conventional,2 - Hot Water/Water Radiant,2376,4,3,1
06033802305030000,RP,Residential Property,520 CROWN BUTTE RD,OUSEL FALLS SUB,10/13/2020 11:36:26 AM,206.009,00,4.968,1997,08 - Conventional,5 - Forced Air,3168,3,2,1
06033802305050000,RP,Residential Property,CROWN BUTTE RD,OUSEL FALLS SUB,10/13/2020 11:34:46 AM,206.009,00,3.583,,,,,,,
06033802305070000,RP,Residential Property,140 SAGE HEN RD,OUSEL FALLS SUB,10/13/2020 11:33:26 AM,206.009,00,4.54,2003,08 - Conventional,7 - Electric Baseboard/Electric Radiant,557,1,1,0
06033802305090000,RP,Residential Property,SAGE HEN RD,OUSEL FALLS SUB,10/13/2020 11:30:38 AM,206.009,00,4.84,,,,,,,
06033802305110000,RP,Residential Property,241 SAGE HEN RD,OUSEL FALLS SUB,10/13/2020 11:31:37 AM,206.009,00,6.48,2018,03 - Ranch,2 - Hot Water/Water Radiant,2904,5,5,1
06033802305130000,RP,Residential Property,215 SAGE HEN RD,OUSEL FALLS SUB,10/13/2020 11:24:44 AM,206.009,00,3.04,1998,08 - Conventional,2 - Hot Water/Water Radiant,2628,3,3,0
06033802305150000,RP,Residential Property,145 SAGE HEN RD,OUSEL FALLS SUB,10/13/2020 11:27:07 AM,206.009,00,2.62,1996,08 - Conventional,2 - Hot Water/Water Radiant,2738,5,4,1
06033802305170000,RP,Residential Property,185 SAGE HEN RD,OUSEL FALLS SUB,10/13/2020 11:33:10 AM,206.009,00,2.62,2002,08 - Conventional,2 - Hot Water/Water Radiant,2312,3,3,1
06033802305190000,RP,Residential Property,CROWN BUTTE RD,OUSEL FALLS SUB,10/13/2020 11:35:44 AM,206.009,00,4.65,,,,,,,
