id,category,subcategory,address,subdivision,modified,neighborhood,lot_size,acres,year_built,style,heating,sqft,bedrooms,full_baths,half_baths
06069803303050000,RP,Residential Property,9824 COTTONWOOD RD,MINOR SUB 031,10/13/2020 11:33:48 AM,206.003.S,00,3.69,1983,08 - Conventional,5 - Forced Air,3645,4,3,0
06069803303100000,RP,Residential Property,9836 HAPPY ACRES RD W,MINOR SUB 031,10/13/2020 11:39:58 AM,206.003.S,00,2.613,1996,08 - Conventional,2 - Hot Water/Water Radiant,1699,3,2,1
06069803303150000,RP,Residential Property,9848 HAPPY ACRES RD W,MINOR SUB 031,10/13/2020 11:31:05 AM,206.003.S,00,2.546,1999,08 - Conventional,2 - Hot Water/Water Radiant,2374,4,3,0
06069803303200000,RP,Residential Property,9884 HAPPY ACRES RD W,MINOR SUB 031,10/13/2020 11:27:59 AM,206.003.S,00,2.443,1977,11 - Log,5 - Forced Air,2138,3,2,1
06069803303420000,RP,Residential Property,9986 HAPPY ACRES RD W,,10/13/2020 11:31:02 AM,206.003.S,00,10.015,1992,08 - Conventional,7 - Electric Baseboard/Electric Radiant,2698,3,2,1
06069803303450000,RP,Residential Property,9988 HAPPY ACRES RD W,,10/13/2020 11:28:00 AM,206.003.S,00,10.016,2018,03 - Ranch,7 - Electric Baseboard/Electric Radiant,1276,2,1,0
06069803304010000,RP,Residential Property,CAYUSE TRL,,10/13/2020 11:34:07 AM,206.003.S,00,10.163,1992,,,,,,
06069803304050000,RP,Residential Property,,,10/13/2020 11:32:51 AM,206.003.S,00,4.15,2018,,,,,,
06069803304150000,RP,Residential Property,707 CAYUSE TRL,,10/13/2020 11:30:08 AM,206.003.S,00,11.43,1993,11 - Log,2 - Hot Water/Water Radiant,2188,5,3,0
06069803304200000,RP,Residential Property,635 CAYUSE TRL,,10/13/2020 11:31:04 AM,206.003.S,00,6.088,2000,03 - Ranch,7 - Electric Baseboard/Electric Radiant,1572,3,2,1
06069803304220000,RP,Residential Property,686 CAYUSE TRL,,10/13/2020 11:22:47 AM,206.003.S,00,4.079,2011,08 - Conventional,5 - Forced Air,1594,3,2,1
06069803304250000,RP,Residential Property,567 CAYUSE TRL,,10/13/2020 11:35:17 AM,206.003.S,00,8.791,2007,08 - Conventional,7 - Electric Baseboard/Electric Radiant,2384,4,2,0
06069803304300000,RP,Residential Property,529 CAYUSE TRL,,10/13/2020 11:28:14 AM,206.003.S,00,9.897,1991,08 - Conventional,2 - Hot Water/Water Radiant,3689,4,2,2
06069803305010000,RP,Residential Property,746 CAYUSE TRL,,10/13/2020 11:35:55 AM,206.003.S,00,4.75,2018,04 - Modern,5 - Forced Air,2403,3,2,1
06069803305100000,RP,Residential Property,610 CAYUSE TRL,,10/13/2020 11:25:35 AM,206.003.S,00,4.217,1998,08 - Conventional,2 - Hot Water/Water Radiant,2034,3,2,0
06069803305160000,RP,Residential Property,CAYUSE TRL,,10/13/2020 11:29:16 AM,206.003.S,00,2,,,,,,,
06069803305200000,RP,Residential Property,540 CAYUSE TRL,,10/13/2020 11:26:17 AM,206.003.S,00,5.112,1980,01 - Bi-Level,5 - Forced Air,1620,4,2,0
06069803401010000,RP,Residential Property,8215 FOWLER LN,,10/13/2020 11:34:30 AM,206.003.S,00,8.021,1993,03 - Ranch,2 - Hot Water/Water Radiant,2195,5,3,0
06069803401050000,RP,Residential Property,8051 FOWLER LN,,10/13/2020 11:28:05 AM,206.003.S,00,5,1995,02 - Split Level,7 - Electric Baseboard/Electric Radiant,1484,3,3,0
06069803401100000,RP,Residential Property,8265 FOWLER LN,,10/13/2020 11:34:25 AM,206.003.S,00,10.409,2002,08 - Conventional,2 - Hot Water/Water Radiant,1830,2,2,1
06069803401150000,RP,Non-Qualified Ag,,,10/13/2020 11:30:35 AM,206.003.S,,20,,,,,,,
06069803401200000,RP,Residential Property,21 INDIAN PAINTBRUSH DR,,10/13/2020 11:30:54 AM,206.003.S,00,10.007,1995,03 - Ranch,7 - Electric Baseboard/Electric Radiant,1278,3,2,1
06069803401300000,RP,Residential Property,9797 FOWLER LN,,10/13/2020 11:26:27 AM,206.003.S,00,10.027,2007,11 - Log,2 - Hot Water/Water Radiant,2970,2,2,0
06069803401400000,RP,Residential Property,8383 FOWLER LN,,10/13/2020 11:32:08 AM,206.003.S,00,13.903,1976,01 - Bi-Level,7 - Electric Baseboard/Electric Radiant,1144,3,2,0
06069803401450000,RP,Residential Property,8445 FOWLER LN,,10/13/2020 11:32:21 AM,206.003.S,00,5.001,1992,08 - Conventional,5 - Forced Air,2048,4,2,1
06069803402010000,RP,Residential Property,16 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:26:36 AM,206.003.S,00,2.7,1992,08 - Conventional,2 - Hot Water/Water Radiant,1377,3,2,0
06069803402020000,RP,Residential Property,14 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:29:41 AM,206.003.S,00,3.324,1979,14 - Other,7 - Electric Baseboard/Electric Radiant,318,1,1,0
06069803402030000,RP,Residential Property,INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:34:06 AM,206.003.S,00,3.575,,,,,,,
06069803402040000,RP,Residential Property,10 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:36:21 AM,206.003.S,00,2.673,1990,03 - Ranch,7 - Electric Baseboard/Electric Radiant,1824,3,2,0
06069803402050000,RP,Residential Property,8 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:35:35 AM,206.003.S,00,2.017,1985,08 - Conventional,2 - Hot Water/Water Radiant,7070,4,4,1
06069803402060000,RP,Residential Property,6 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:36:23 AM,206.003.S,00,2.002,1995,02 - Split Level,7 - Electric Baseboard/Electric Radiant,1270,3,2,0
06069803402070000,RP,Residential Property,4 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:26:01 AM,206.003.S,00,3.232,1995,08 - Conventional,7 - Electric Baseboard/Electric Radiant,1516,3,2,0
06069803402080000,RP,Residential Property,2 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 1:01:49 PM,206.003.S,00,3.075,,,,,,,
06069803402096500,RP,Residential Property,INDIAN PAINTBRUSH,HYALITE MEADOW SUB,10/13/2020 11:29:37 AM,206.003.S,00,5.101,,,,,,,
06069803403010000,RP,Residential Property,28 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:29:26 AM,206.003.S,00,1.795,1978,02 - Split Level,7 - Electric Baseboard/Electric Radiant,1310,4,2,0
06069803403020000,RP,Residential Property,26 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:25:11 AM,206.003.S,00,1.816,1990,02 - Split Level,2 - Hot Water/Water Radiant,2174,3,3,1
06069803403030000,RP,Residential Property,24 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:32:48 AM,206.003.S,00,1.615,1980,08 - Conventional,7 - Electric Baseboard/Electric Radiant,1392,3,1,0
06069803403040000,RP,Residential Property,22 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:30:11 AM,206.003.S,00,1.568,2012,08 - Conventional,5 - Forced Air,2071,3,2,1
06069803403056500,RP,Residential Property,INDIAN PAINTBRUSH,HYALITE MEADOW SUB,10/13/2020 11:23:00 AM,206.003.S,00,1.032,,,,,,,
06069803403060000,RP,Residential Property,20 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:29:29 AM,206.003.S,00,2.172,1990,08 - Conventional,7 - Electric Baseboard/Electric Radiant,1576,3,2,0
06069803403070000,RP,Residential Property,,HYALITE MEADOW SUB,10/13/2020 11:28:41 AM,206.003.S,00,2.215,,,,,,,
06069803404010000,RP,Residential Property,19 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:28:20 AM,206.003.S,00,3.746,1981,08 - Conventional,5 - Forced Air,3243,3,3,0
06069803404020000,RP,Residential Property,17 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:37:12 AM,206.003.S,00,1.532,2000,03 - Ranch,2 - Hot Water/Water Radiant,2150,4,3,0
06069803404030000,RP,Residential Property,15 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:30:54 AM,206.003.S,00,2.61,1995,02 - Split Level,5 - Forced Air,1606,4,2,1
06069803404040000,RP,Residential Property,13 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:37:26 AM,206.003.S,00,3.357,2000,03 - Ranch,5 - Forced Air,2052,3,2,0
06069803404056500,RP,Residential Property,19 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:30:47 AM,206.003.S,00,3.793,,,,,,,
06069803404060000,RP,Residential Property,11 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:35:53 AM,206.003.S,00,1.755,2015,11 - Log,5 - Forced Air,2245,3,2,0
06069803404070000,RP,Residential Property,9 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:30:17 AM,206.003.S,00,2.008,1990,03 - Ranch,7 - Electric Baseboard/Electric Radiant,1512,3,2,0
06069803404080000,RP,Residential Property,7 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:25:44 AM,206.003.S,00,2.289,1999,10 - Old Style,5 - Forced Air,2574,4,2,1
06069803404090000,RP,Residential Property,5 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:33:47 AM,206.003.S,00,1.806,1995,02 - Split Level,7 - Electric Baseboard/Electric Radiant,1840,4,2,1
06069803404100000,RP,Residential Property,3 SNOWBERRY WAY,HYALITE MEADOW SUB,10/13/2020 11:34:20 AM,206.003.S,00,2.597,2016,08 - Conventional,5 - Forced Air,2842,3,2,1
06069803405010000,RP,Residential Property,1 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:29:48 AM,206.003.S,00,2.049,1996,14 - Other,5 - Forced Air,631,0,1,0
06069803405020000,RP,Residential Property,3 INDIAN PAINTBRUSH DR,HYALITE MEADOW SUB,10/13/2020 11:26:45 AM,206.003.S,00,3.058,1985,08 - Conventional,7 - Electric Baseboard/Electric Radiant,1572,5,3,0
06069803405030000,RP,Residential Property,2 SNOWBERRY WAY,HYALITE MEADOW SUB,10/13/2020 11:36:39 AM,206.003.S,00,3.404,1990,08 - Conventional,5 - Forced Air,1892,3,2,0
06069804101010000,RP,Residential Property,,,10/13/2020 11:24:41 AM,206.004,00,4.275,2008,08 - Conventional,5 - Forced Air,1508,3,2,0
06069804101020000,RP,,9635 COTTONWOOD RD,,10/13/2020 11:30:09 AM,206.004,00,1,2000,DW,5 - Forced Air,1726,3,2,0
06069804101030000,RP,Commercial Property,4062 JOHNSON RD,,10/13/2020 11:29:28 AM,206.004,00,20.001,1915,,,,,,
06069804101200000,RP,Non-Qualified Ag,4214 JOHNSON RD,,10/13/2020 1:01:49 PM,206.004,00,29.001,2019,08 - Conventional,5 - Forced Air,2567,2,2,1
06069804101300000,RP,Non-Qualified Ag,9255 COTTONWOOD RD,,10/13/2020 1:01:49 PM,206.004,00,19.001,1996,08 - Conventional,2 - Hot Water/Water Radiant,4628,4,5,0
06069804101400000,RP,Non-Qualified Ag,4060 JOHNSON RD,,10/13/2020 11:33:12 AM,206.004,00,30.666,2011,08 - Conventional,5 - Forced Air,1300,2,1,1
06069804112010000,RP,Non-Qualified Ag,9443 COTTONWOOD RD,,10/13/2020 11:32:40 AM,206.004,00,19.335,1965,08 - Conventional,2 - Hot Water/Water Radiant,2166,5,3,1
06069804112100000,RP,Mixed Use - Res & Comm,390 VANDYKE RD,,10/13/2020 11:35:01 AM,206.004,00,34.673,2010,08 - Conventional,2 - Hot Water/Water Radiant,2660,3,2,1
06069804201200000,RP,Agricultural and Timber Properties,450 HIGH LONESOME TRL,,10/13/2020 11:32:15 AM,206.004,,10.009,2008,14 - Other,1 - Floor/Wall/Space,1485,2,1,0
06069804201260000,RP,Non-Qualified Ag,575 HIGH LONESOME TRL,,10/13/2020 11:29:02 AM,206.004,00,19.002,2014,08 - Conventional,5 - Forced Air,3284,5,3,1
06069804201340000,RP,Non-Qualified Ag,435 VANDYKE RD,,10/13/2020 11:24:00 AM,206.004,00,19,2012,03 - Ranch,5 - Forced Air,2049,3,2,0
